[7473659, 0.00010861694424330197]
[8955927, 7797823.500108617]
[12161276, 7835848.250108617]
[10501193, 7836892.900108617]
[9831633, 7838680.450108618]
[7700578, 7840057.450108618]
[9572591, 7851863.950108618]
[9033259, 7869517.600108617]
[8892351, 7875793.150108617]
[10502286, 7875793.150108617]
[10559561, 7881501.920108616]
[9153464, 7933274.400108617]
[11936239, 7941946.950108618]
[8890599, 7948225.050108617]
[9651008, 7960938.925108617]
[8709704, 7963721.400108617]
[9494696, 7963721.400108617]
[10994644, 7963721.400108617]
[9621997, 7966944.175108617]
[8651641, 7972981.087608617]
[9221767, 8000625.000108617]
[9214529, 8030325.700108618]
[8651653, 8030330.800108617]
[7876895, 8041606.900108617]
[8941642, 8042374.450108618]
[11710891, 8081927.500108617]
[9622609, 8092005.100108617]
[10066860, 8092005.100108617]
[7818244, 8100290.050108617]
[8691961, 8108497.650108617]
[12123847, 8125937.100108617]
[12230303, 8125937.100108617]
[10818513, 8140070.900108617]
[11405810, 8140070.900108617]
[9327723, 8150570.950108618]
[10592684, 8157526.500108617]
[9017530, 8158879.700108618]
[11129109, 8176693.150108617]
[7969418, 8179217.650108617]
[11861652, 8179803.866775284]
[8602063, 8186676.400108617]
[8940294, 8186676.400108617]
[11076057, 8189422.466775285]
[10599813, 8191792.550108617]
[10364641, 8193612.825108618]
[9224523, 8203356.800108617]
[8830319, 8223572.350108617]
[9502209, 8229394.000108617]
[10325447, 8229394.000108617]
[10030402, 8232877.300108617]
[12095653, 8245176.800108617]
[8872415, 8246222.300108617]
[9436726, 8269601.550108617]
[10567488, 8269601.550108617]
[11125144, 8274128.225108617]
[9270069, 8274575.325108618]
[9125318, 8279096.050108617]
[11711530, 8288518.300108617]
[11899259, 8298953.750108617]
[8071310, 8315090.150108617]
[9121226, 8317375.800108617]
[9089676, 8318308.250108617]
[9383026, 8318620.200108618]
[12614323, 8340141.350108617]
[11444802, 8348839.400108617]
[9292886, 8356431.600108617]
[9486746, 8357194.050108617]
[9486747, 8357194.050108617]
[10364643, 8371486.800108617]
[11895043, 8374734.990108618]
[7582040, 8395896.250108616]
[10487842, 8396458.100108616]
[12116196, 8418587.141775284]
[12237848, 8440227.150108617]
[11231028, 8442554.450108616]
[10352866, 8522423.850108616]
[11592113, 8523304.450108616]
[7581381, 8523416.650108617]
[7585009, 8567967.700108616]
[11357958, 8569683.000108616]
[9333264, 8599595.562608616]
[7654070, 8608937.77094195]
[11556686, 8668141.900108617]
[12049183, 8686817.250108616]
[8890795, 8696097.550108615]
[7944308, 8777577.700108616]
[9782459, 8813909.250108616]
[9863603, 8814355.500108616]
[7612383, 8814403.950108616]
[12111863, 8832756.300108615]
[11071064, 8849920.350108616]
[11464462, 8849920.350108616]
[9152721, 8859544.900108617]
[11293821, 8863860.350108616]
[9329486, 8865858.700108616]
[8682150, 8867523.000108616]
[11734357, 8870697.750108616]
[10421878, 8926014.050108615]
[10587578, 8926026.800108615]
[8890772, 8928029.400108617]
[9878186, 8948896.900108617]
[9583189, 8975626.850108616]
[8058125, 9009896.300108615]
[11408299, 9031857.750108616]
[9630508, 9034770.700108616]
[12167762, 9058548.059199525]
[10767725, 9068395.850108616]
[10593304, 9068396.700108616]
[10737615, 9070622.000108616]
[8751868, 9105375.950108616]
[10192210, 9105375.950108616]
[7857652, 9110573.700108616]
[11035488, 9126972.750108616]
[11193807, 9140307.833441949]
[7696597, 9150298.450108616]
[10785619, 9195747.100108616]
[9187933, 9196704.200108616]
[12192623, 9198999.200108616]
[8912490, 9199062.950108616]
[12637699, 9200046.400108617]
[12709467, 9210125.700108616]
[7783963, 9236353.725108616]
[12374623, 9237120.000108616]
[8631862, 9249780.041775282]
[9521254, 9253361.800108615]
[7816154, 9266948.030108618]
[7740560, 9275976.900108617]
[8203459, 9275976.900108617]
[9700655, 9275976.900108617]
[9854388, 9275976.900108617]
[10668701, 9275976.900108617]
[9523562, 9296348.000108616]
[10936881, 9298635.350108616]
[10500259, 9336462.050108615]
[10391478, 9399970.650108617]
[12160362, 9413570.650108617]
[12950448, 9418691.475108616]
[12053131, 9427403.380108617]
[8013374, 9455320.950108616]
[11940690, 9497795.450108616]
[12077730, 9500624.250108616]
[9003067, 9507492.250108616]
[8761338, 9514735.950108616]
[12468034, 9514735.950108616]
[8938267, 9530500.900108617]
[11122698, 9575239.800108615]
[11769625, 9582771.650108617]
[12885570, 9582771.650108617]
[9129962, 9606762.900108617]
[12722978, 9614813.250108616]
[10461029, 9622157.250108616]
[11305869, 9626543.250108616]
[11409442, 9645102.150108617]
[12507914, 9651434.650108617]
[10671644, 9654264.300108615]
[7668834, 9656685.950108616]
[10412731, 9664335.100108616]
[11072138, 9664335.100108616]
[10652986, 9671453.000108616]
[7673184, 9671504.850108616]
[7818249, 9694938.500108616]
[9774779, 9697470.650108617]
[10494348, 9716269.250108616]
[9667603, 9730868.000108616]
[9524247, 9740147.450108616]
[10528114, 9765361.850108616]
[9929679, 9769072.100108616]
[11825674, 9771910.250108616]
[10846860, 9776140.700108616]
[8273205, 9794674.100108616]
[8786379, 9823183.100108616]
[10394937, 9835633.050108615]
[11259129, 9837985.850108616]
[12573540, 9840464.280108618]
[8811124, 9841938.350108616]
[11882744, 9841960.450108616]
[11255448, 9851429.450108616]
[7909036, 9853296.050108615]
[11816786, 9931390.650108617]
[11898555, 9931390.650108617]
[12810610, 9931698.350108616]
[9219743, 9949782.100108616]
[9514597, 9954257.350108616]
[9660395, 9962974.100108616]
[12784029, 9962974.100108616]
[11722612, 9974203.450108616]
[9627181, 9980182.350108616]
[10984073, 9982399.150108617]
[7706948, 10004181.250108616]
[10952022, 10011852.500108616]
[10219785, 10125291.800108615]
[7715296, 10140637.700108616]
[11901276, 10140637.700108616]
[12182886, 10143202.575108616]
[11705626, 10144301.200108616]
[9482248, 10157882.075108616]
[8526476, 10175421.400108617]
[8592548, 10188207.100108616]
[8042228, 10193729.550108615]
[10998553, 10197397.725108616]
[8687416, 10225851.050108615]
[9862571, 10280942.100108616]
[9467014, 10281305.050108615]
[10027555, 10294723.150108617]
[12724118, 10294723.150108617]
[9014911, 10298503.950108616]
[8980016, 10302658.466775283]
[11939894, 10307341.116775282]
[12112161, 10374340.100108616]
[12117549, 10480174.73344195]
[10369830, 10494131.110108616]
[10818534, 10502589.800108615]
[11305015, 10502589.800108615]
[10571241, 10520053.050108615]
[10766901, 10532861.700108616]
[11992623, 10541894.650108617]
[12011307, 10541894.650108617]
[11565608, 10549994.300108615]
[10822352, 10568271.000108616]
[8711797, 10585624.600108616]
[11684351, 10585624.600108616]
[10766403, 10588511.200108616]
[11177205, 10588511.200108616]
[9812182, 10590591.150108617]
[12214015, 10590905.650108617]
[12031891, 10631605.350108616]
[9740113, 10647006.500108616]
[10998477, 10656086.200108616]
[10629142, 10659861.900108617]
[10088051, 10681026.900108617]
[12391598, 10694141.550108615]
[10570509, 10696765.500108616]
[9148246, 10719434.716775281]
[12809979, 10739257.850108616]
[12890772, 10744890.800108615]
[10400221, 10749427.250108616]
[8951889, 10768564.150108617]
[10840275, 10833661.541775282]
[8633046, 10844690.150108617]
[14512715, 10864993.250108616]
[9369317, 10869222.000108616]
[11212354, 10869222.000108616]
[11986126, 10886768.550108615]
[12807963, 10889018.500108616]
[11435901, 10901052.800108615]
[8649585, 10908995.200108616]
[8624095, 10913305.318290433]
[8881379, 10928055.600108616]
[9916507, 10940065.816775283]
[9237487, 10944582.150108617]
[11769724, 10944820.150108617]
[11987699, 10960774.543858616]
[8525799, 10966513.850108616]
[10419818, 10979818.050108615]
[11598497, 10979818.050108615]
[11161595, 11026126.050108615]
[10712207, 11114496.300108615]
[9678319, 11167384.43344195]
[12147333, 11215622.500108616]
[10599773, 11263265.425108615]
[10454160, 11374220.515108617]
[8309625, 11447860.775108617]
[12657430, 11606774.225108616]
[10487843, 11624428.66439433]
[9074395, 11659427.050108615]
[9539409, 11721443.050108615]
[9398632, 11774743.150108617]
[8086986, 11978979.73344195]
[10816430, 11991918.362608615]
[8797010, 12055099.500108616]
[8747858, 12102484.166775282]
[9700658, 12130365.016775282]
[8829725, 12160329.755108617]
[9633759, 12209233.825108616]
[12607822, 12248876.550108615]
[11113612, 12259648.175108615]
[11067868, 12331240.700108616]
[11333435, 12335807.750108616]
[10687744, 12359835.125108616]
[7605379, 12362692.68344195]
[10488446, 12364074.245108616]
[8848271, 12398399.900714679]
[7525898, 12412411.875108616]
[8833436, 12419263.58344195]
[8644717, 12429614.600108616]
[7972031, 12519766.30844195]
[9593678, 12520550.575108616]
[8674441, 12559062.800108615]
[11015454, 12565335.800108615]
[11904138, 12571194.425108615]
[10208278, 12583187.500108616]
[7824144, 12593264.816775283]
[12552038, 12605808.550108615]
[11851296, 12610666.087608617]
[9012418, 12624902.100108616]
[10867209, 12685866.140108617]
[8040342, 12696404.312608616]
[8996815, 12712615.300108615]
[9831993, 12714078.575108616]
[11706973, 12739914.325108616]
[8939277, 12770846.816775283]
[11375142, 12828144.183441948]
[9831992, 12840794.166775284]
[11303757, 12848640.375108616]
[10625715, 12884039.050108615]
[11553277, 12929614.350108616]
[10078062, 12946243.18344195]
[10634455, 13010126.350108616]
[10940674, 13024361.725108616]
[9674791, 13264473.125108616]
[10208640, 13275866.55344195]
[9785148, 13289127.375108616]
[7534068, 13324317.587608617]
[12411758, 13368272.886775283]
[9536099, 13416866.650108617]
[10818505, 13426632.640108617]
[11464464, 13538413.250108616]
[9620064, 13561309.275108617]
[10050959, 13601408.025108617]
[10609670, 13619544.39783589]
[9106747, 13634957.525108617]
[9225693, 13764246.775108617]
[11816788, 13946868.000108616]
[11255440, 13965833.48344195]
[14521991, 14000906.750108616]
[8161573, 14023081.550108615]
[10970054, 14060382.950108616]
[12901842, 14097739.03344195]
[8572669, 14160370.150108617]
[12658281, 14160622.600108616]
[12226533, 14270079.225108616]
[11723294, 14284296.325108616]
[9100668, 14320720.100108616]
[9559926, 14331026.775108617]
[9626772, 14384918.67344195]
[8730823, 14410407.000108616]
[7977635, 14445564.700108616]
[7487559, 14452032.775108617]
[10852539, 14467298.392608617]
[10465706, 14626852.700108616]
[11578751, 14663327.900108617]
[10936878, 14722269.450108616]
[9848097, 14751554.500108616]
[7710374, 14755012.300108615]
[10918055, 14784860.900108617]
[11527492, 14808431.400108617]
[7649988, 15101706.900108617]
[11684342, 15138281.550108615]
[9326295, 15317597.125108616]
[8929157, 15354307.690108614]
[9876966, 15384735.650108617]
[7474917, 15389373.250108616]
[7853700, 15406571.300108615]
[8175773, 15440488.000108616]
[10322238, 15468107.050108615]
[8773602, 15566021.950108616]
[8841664, 15584674.350108616]
[8811505, 15753857.257251475]
[8558171, 15821384.050108615]
[9925654, 15892247.700108616]
[9718053, 15954491.500108616]
[10867779, 15983917.508441947]
[11844476, 15992565.975108616]
[11095526, 16079944.04844195]
[8929997, 16116046.750108616]
[8872419, 16226459.625108616]
[7592957, 16297826.050108615]
[11458997, 16357920.200108616]
[12453673, 16401553.250108616]
[9929680, 16464249.250108616]
[7488135, 16582511.450108616]
[9853024, 16609627.300108615]
[7951676, 16616883.750108616]
[12480755, 16640768.750108616]
[10381540, 16676548.650108617]
[7574461, 16701883.750108616]
[10186439, 16714070.200108616]
[9366728, 16729646.875108616]
[12212789, 16762850.850108616]
[10593300, 16767626.150108617]
[8841967, 16785831.28010862]
[9524800, 16807749.55010862]
[10611368, 16915898.025108617]
[11683989, 16994969.416775286]
[11281316, 17018269.191775285]
[11343827, 17029426.150108617]
[11172628, 17077706.575108618]
[10668702, 17127368.25010862]
[9822164, 17165744.05010862]
[8816305, 17180624.150108617]
[11068149, 17186180.600108616]
[8624078, 17214086.950108618]
[8676723, 17217927.25010862]
[9568731, 17241071.900108617]
[10855603, 17254482.350108616]
[8622392, 17322529.950108618]
[9743563, 17356074.350108616]
[8177532, 17407794.30010862]
[12826741, 17444814.350108616]
[12552039, 17451807.30010862]
[11746653, 17484285.80010862]
[10592690, 17539044.50010862]
[9508150, 17631540.36677528]
[12379263, 17649618.981358618]
[10980578, 17835029.233441953]
[10732806, 18029718.900108617]
[12465441, 18047439.700108618]
[7776813, 18074602.30010862]
[8642164, 18101008.400108617]
[12812866, 18248408.600108616]
[8993489, 18263168.850108616]
[7670501, 18280398.520108618]
[11302074, 18392769.200108618]
[12023056, 18398514.350108616]
[11889238, 18413643.075108618]
[7746463, 18418370.350108616]
[11844869, 18431626.950108618]
[11070505, 18529724.17510862]
[11778650, 18587485.50010862]
[10558867, 18602471.00010862]
[11285089, 18621700.55010862]
[9280167, 18636751.50010862]
[12581338, 18687789.75010862]
[9484353, 18733059.900108617]
[8804040, 18741284.075108618]
[10699053, 18776340.62510862]
[11882522, 18830424.850108616]
[9831815, 18884803.430108618]
[11642543, 19038107.900108617]
[10867785, 19146262.240108617]
[7695621, 19167972.88344195]
[11470958, 19331873.00010862]
[9341576, 19336108.975108616]
[10413465, 19354699.325108618]
[11711225, 19431418.200108618]
[7542371, 19855279.200108618]
[14501024, 19902992.25010862]
[7637575, 19947910.50010862]
[11822882, 20002245.05010862]
[10490274, 20079079.100108616]
[12142731, 20144801.950108618]
[11848621, 20166308.225108616]
[9751198, 20195379.216775283]
[11173875, 20313549.900108617]
[10354518, 20766661.100108616]
[12226532, 20793052.75010862]
[8648331, 20860337.61677528]
[11571321, 21267826.200108618]
[11145984, 21343034.62510862]
[9137113, 21349613.62510862]
[12944519, 21384409.36677528]
[9052712, 21424918.525108617]
[12451676, 21430569.11260862]
[10194255, 22009592.725108616]
[11273064, 22080196.416775282]
[7721816, 22186023.541775282]
[11358444, 22540997.42510862]
[11807900, 22544636.133441955]
[9460714, 22580504.043858618]
[7891887, 22591468.725108616]
[10190327, 22620078.110108614]
[9823831, 22701596.42510862]
[9619150, 22719599.318858616]
[11122341, 23103070.55010862]
[8656944, 23153777.30010862]
[10765057, 23438574.05010862]
[7532337, 23718783.63344195]
[12957490, 23846772.100108616]
[8075646, 23989836.87510862]
[8846237, 24073506.62510862]
[9850873, 24231209.290584806]
[11173877, 24662263.37510862]
[11743999, 25091642.575108618]
[7944299, 25209837.04556316]
[7951679, 25765876.17510862]
[9619639, 25891382.86844195]
[11113217, 26131777.03510862]
[8624097, 26150985.25010862]
[8993479, 26293311.37510862]
[9340872, 27002947.05010862]
[9181358, 27160765.700108618]
[11673590, 27224157.63760862]
[9412500, 27453006.75010862]
[8069300, 27619106.31132074]
[9678311, 27767398.80010862]
[12451108, 27941558.275108617]
[10448801, 28027537.745563164]
[9920359, 28739863.61260862]
[8993483, 28898610.25010862]
[10682216, 28970637.479275282]
[9756330, 29302417.936775286]
[10206226, 29339318.97260862]
[8702415, 30625560.659199525]
[10936880, 30660832.587608617]
[7824157, 30899781.61260862]
[10349334, 31317853.19177529]
[8070517, 32069472.350108616]
[9728943, 32201504.868858617]
[9572586, 32267007.81677529]
[12355988, 32510982.04177529]
[9674794, 33346136.731060993]
[12609489, 33364176.837608617]
[9700208, 33381319.00010862]
[12957508, 33583993.42510861]
[12471457, 34933005.390108615]
[9547235, 36833499.36677528]
[10912224, 36973479.77510861]
[8871590, 37516097.94225147]
[9003062, 37727396.30635861]
[12457072, 38803220.80010861]
[10912914, 39171148.470941946]
[12433263, 39198239.600108616]
[9290497, 39246657.58344195]
[8596645, 41137562.48344194]
[8614504, 41141438.567154065]
[10483785, 41158919.802381344]
[9307578, 46116215.066775285]
[10525981, 53367424.448441945]
[8128960, 61422552.6410177]
[12787320, 61911630.59677528]
[9265639, 63843031.437608615]
[12876259, 70667150.2301086]
[9520006, 74190962.88116921]
[9343467, 78550144.9180848]
[12486146, 90767895.85844195]
[11775232, 102026047.08844194]
[8669492, 116608125.71868005]
[9369084, 147694247.04510865]
